DATAFLOW,LAST UPDATE,freq,stk_flow,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2021-11,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2021-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-01,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-02,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-03,89,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-04,82,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-05,82,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-06,83,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-07,84,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-08,83,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-09,85,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-10,86,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-11,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2022-12,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-01,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-02,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-03,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-04,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-05,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-06,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-07,92,p,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-08,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-09,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-10,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-11,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2023-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-01,90.462,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-02,90.309,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-03,90.246,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-04,89.880,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-05,89.877,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-06,89.931,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-07,90.983,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-08,90.836,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-09,91.024,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-10,91.310,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-11,91.238,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2024-12,91.808,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2025-01,91.112,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Italy,2025-02,91.044,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-01,108,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-02,101,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-03,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-04,98,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-05,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-06,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-07,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-08,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-09,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-10,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-11,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2013-12,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-01,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-02,97,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-03,97,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-04,99,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-05,99,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-06,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-07,102,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-08,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-09,102,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-10,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-11,102,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2014-12,102,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-01,102,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-02,101,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-03,101,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-04,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-05,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-06,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-07,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-08,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-09,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-10,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-11,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2015-12,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-01,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-02,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-03,93,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-04,97,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-05,97,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-06,97,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-07,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-08,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-09,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-10,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-11,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2016-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-01,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-02,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-03,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-04,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-05,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-06,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-07,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-08,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-09,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-10,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-11,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2017-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-01,89,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-02,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-03,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-04,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-05,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-06,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-07,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-08,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-09,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-10,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-11,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2018-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-01,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-02,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-03,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-04,88,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-05,88,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-06,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-07,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-08,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-09,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-10,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-11,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2019-12,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-01,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-02,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-03,90,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-04,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-05,98,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-06,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-07,92,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-08,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-09,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-10,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-11,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2020-12,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-01,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-02,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-03,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-04,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-05,95,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-06,96,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-07,93,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-08,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-09,93,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-10,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-11,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2021-12,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-01,94,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-02,93,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-03,91,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-04,86,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-05,86,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-06,86,,
ESTAT:NRG_STK_OEM(1.0),07/05/25 23:00:00,Monthly,Emergency Stocks held by the MS in accordance with the EU Directive (in Days Equivalent),Number,Lithuania,2022-07,86,,
